hdf5_path,demo_id,environment,onset_idx,peak_idx,post_idx,action,grip_type,object_name,object_category,grip_type_grouped
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_127,office_ml_p1,18,62,69,pulling,Tip Pinch,USB cable,cable,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_27,hardware_homedepot_p4,5,113,115,adjusting,Tip Pinch,hook-and-loop wrist strap,fastener,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_17,hardware_homedepot_p4,5,9,74,picking up,Small Diameter,wood-handled garden shovel,hand tool,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_067,hardware_homedepot_p3,9,12,22,feeling,Tip Pinch,door pull handle sample,handle,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_007,hardware_homedepot_p2,39,104,117,picking up,Prismatic 3 Finger,white trim/molding sample strips,construction material,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_059,hardware_homedepot_p3,38,50,63,grasping,Small Diameter,door pull handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_plant.hdf5,demo_53,grocery_plant,47,83,90,adjusting,Tip Pinch,plant hanger chain and hook,hardware,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_plant.hdf5,demo_62,grocery_plant,5,6,28,adjusting,Tip Pinch,potted plant stems,plant,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_78,grocery_target_p2,6,14,54,adjusting,Tip Pinch,insulated water bottle cap/loop,bottle,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p3.hdf5,demo_45,fablab_ml_p3,5,14,220,holding,Light Tool,hook pick tool,hand tool,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_149,hardware_homedepot_p5,26,36,46,picking up,Small Diameter,extendable microfiber duster,cleaning item,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_042,hardware_homedepot_p5,34,105,107,pushing,Palmar,refrigerator freezer drawer handle,handle,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_060,hardware_homedepot_p2,50,88,101,picking up,Prismatic 3 Finger,orange carpenter pencil,pencil,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_229,office_ml_p1,31,81,83,pulling,Tip Pinch,paper shopping bag with cord handle,bag,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_64,grocery_target_p2,44,73,85,pressing,Sphere 3 Finger,small purple rubber ball,ball,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_89,fablab_ml_p2,7,14,89,pulling,Prismatic 3 Finger,oriented strand board (OSB) sheet,construction material,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_173,office_ml_p1,7,12,30,placing,Tip Pinch,plastic fidget chain (green-and-orange segmented toy),toy,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_119,hardware_homedepot_p5,31,38,51,turning,Precision Disk,stove control knob,knob,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_70,grocery_target_p2,47,68,78,pressing,Adducted Thumb,try-me button on packaged light-up toy,button,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p3.hdf5,demo_00,fablab_ml_p3,47,87,92,placing,Tip Pinch,blue metal ruler/straightedge,measuring tool,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_043,home_bedroom,29,54,58,dropping,Prismatic 3 Finger,small plastic bottle,bottle,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_028,grocery_target_p1,60,125,125,touching,Index Finger Extension,kitchen scrub brush,brush,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_004,hardware_homedepot_p3,29,98,98,pulling,Small Diameter,sliding glass door handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_plant.hdf5,demo_15,grocery_plant,78,105,109,pushing,Medium Wrap,shopping cart handle,handle,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_245,office_ml_p1,6,8,22,picking up,Light Tool,spring clamp,hand tool,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_022,hardware_homedepot_p5,42,74,83,sliding,Small Diameter,sliding shower door handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_006,office_csail_p1,10,13,19,pushing,Parallel Extension,lower cabinet drawer,drawer,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_46,fablab_ml_p1,165,249,259,picking up,Light Tool,pair of pliers,hand tool,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_280,office_ml_p1,26,57,58,picking up,Medium Wrap,orca plush dog toy,pet item,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_106,office_csail_p1,43,66,70,picking up,Tip Pinch,beige jacket,clothing item,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_077,hardware_homedepot_p5,20,75,86,pushing,Extension Type,upper cabinet door,cabinet,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_132,office_ml_p1,27,77,78,tapping,Index Finger Extension,small yellow star-shaped toy,toy,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_81,grocery_target_p2,78,147,157,picking up,Small Diameter,insulated water bottle (Hydro Flask-style),bottle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_159,home_kitchen_p1,56,89,95,placing,Power Disk,instant noodle cup,packaged food,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_072,home_bedroom,29,47,52,probing,Prismatic 3 Finger,open cardboard box with miscellaneous items,box,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p2.hdf5,demo_06,eat_ygf_p2,139,187,191,holding,Writing Tripod,chopsticks,utensil,Writing Tripod
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_193,office_ml_p1,24,34,43,twisting,Prismatic 3 Finger,Rubik's cube,toy,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_040,office_ml_p2,8,12,19,unscrewing,Small Diameter,small glass jar cap,container,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_120,hardware_homedepot_p3,22,41,47,holding,Small Diameter,hatchet,hand tool,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_026,home_kitchen_p1,11,14,57,pulling,Fixed Hook,kitchen drawer handle,handle,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_151,office_ml_p2,63,153,157,grasping,Small Diameter,red ceramic mug,mug,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_212,office_ml_p2,6,14,34,pushing,Palmar,glass door pull handle,handle,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_72,grocery_tj,146,227,236,picking up,Tip Pinch,bag of dog treats,pet item,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_053,home_kitchen_p1,78,171,173,placing,Tip Pinch,small glass plate with a folded tortilla,plate,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_18,grocery_tj,31,93,97,picking up,Precision Sphere,tomato,vegetable,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_270,office_ml_p2,54,208,209,picking up,Prismatic 3 Finger,VR headset,AR/VR device,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_273,office_ml_p1,54,90,100,placing,Medium Wrap,orca plush toy,toy,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_081,office_csail_p1,45,389,391,pressing,Index Finger Extension,fan power button,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_083,home_bedroom,70,114,115,tightening,Tip Pinch,black nylon strap with metal buckle,belt,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_14,grocery_target_p2,8,13,46,pressing,Index Finger Extension,step trash can pedal,container,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_181,hardware_homedepot_p5,26,58,58,pulling,Tip Pinch,foam packing roll,unidentifiable material,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_124,office_ml_p2,90,135,139,pushing,Palmar,mini fridge door,refrigerator,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_203,office_ml_p2,26,82,84,pushing,Parallel Extension,cabinet drawer,drawer,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_172,home_kitchen_p1,241,315,317,adjusting,Prismatic 2 Finger,white ceramic bowl,bowl,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p3.hdf5,demo_40,fablab_ml_p3,5,13,23,adjusting,Prismatic 2 Finger,self-healing cutting mat,tool,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_095,home_kitchen_p1,5,14,59,pinching,Tip Pinch,palm frond leaf,leaf,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_137,home_bedroom,81,203,203,holding,Small Diameter,Nintendo Switch Joy-Con controller with strap,game controller,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_271,office_ml_p1,20,49,49,switching on,Index Finger Extension,power strip rocker switch,switch,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_084,office_ml_p2,6,11,38,moving,Small Diameter,potted plant stem,plant,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_103,office_ml_p1,113,291,296,placing,Prismatic 3 Finger,mini puzzle cube (Rubik’s-style),toy,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_62,fablab_ml_p2,142,836,849,picking up,Tip Pinch,small plastic suction cup,fastener,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_095,office_csail_p1,25,44,51,pulling,Fixed Hook,office chair backrest,chair,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_150,office_ml_p1,43,74,76,placing,Tip Pinch,yellow plastic stick-figure toy,toy,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_128,hardware_homedepot_p5,20,59,68,pulling,Medium Wrap,oven door handle,handle,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p3.hdf5,demo_08,fablab_ml_p3,184,537,538,picking up,Light Tool,flat paintbrush,brush,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_063,office_ml_p2,28,36,44,picking up,Prismatic 3 Finger,digital multimeter,measuring tool,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_166,office_ml_p2,33,62,74,typing,Parallel Extension,computer keyboard,keyboard,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_007,home_kitchen_p1,6,9,115,pressing,Index Finger Extension,espresso machine button,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_085,hardware_homedepot_p2,6,14,86,picking up,Prismatic 3 Finger,small boxed trailer hitch accessory,package,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_046,office_csail_p1,9,12,136,turning,Small Diameter,espresso machine portafilter handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_105,office_csail_p2,73,132,133,tightening,Prismatic 2 Finger,height-adjustment knob on a desk-mounted pole stand,knob,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_179,office_ml_p2,216,296,301,pulling,Prismatic 2 Finger,window blind pull cord,rope,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_006,home_bedroom,5,13,23,picking up,Tip Pinch,pair of jeans (lifted by the waistband/belt),clothing item,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_71,hardware_homedepot_p4,60,73,78,picking up,Prismatic 2 Finger,metal wire basket,container,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_117,office_ml_p2,24,51,51,carrying,Small Diameter,blue plastic bin,container,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_022,hardware_homedepot_p2,52,83,90,picking up,Light Tool,plastic putty knife (scraper),hand tool,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_41,fablab_ml_p2,65,195,201,pulling,Tip Pinch,small parts organizer drawer,drawer,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p3.hdf5,demo_04,home_kitchen_p3,35,48,50,pressing,Index Finger Extension,air fryer power button,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_302,office_ml_p1,27,38,42,pressing,Palmar,wired computer mouse,mouse,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_plant.hdf5,demo_30,grocery_plant,56,86,91,touching,Palmar,teddy bear plush toy,toy,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_123,grocery_target_p1,6,11,28,flipping,Tip Pinch,small area rug,fabric,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_016,home_kitchen_p1,11,12,92,turning,Precision Disk,espresso machine control knob,knob,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p2.hdf5,demo_08,eat_ygf_p2,29,101,108,scooping,Small Diameter,serving spoon,utensil,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_65,hardware_homedepot_p4,6,14,19,picking up,Small Diameter,garden hose spray nozzle,hand tool,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_81,fablab_ml_p2,5,53,64,pulling,Medium Wrap,trash can handle,handle,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p3.hdf5,demo_13,home_kitchen_p3,23,45,50,turning,Precision Disk,espresso machine control knob,knob,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_300,office_ml_p1,6,11,39,pointing,Index Finger Extension,desk mat (mouse pad),fabric,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_098,hardware_homedepot_p5,20,74,77,pushing,Small Diameter,refrigerator door handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_065,office_ml_p2,33,62,63,placing,Light Tool,orange utility knife (box cutter),knife,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_197,office_ml_p1,26,54,55,twisting,Prismatic 3 Finger,3x3 puzzle cube,toy,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_101,home_kitchen_p1,9,14,45,spraying,Medium Wrap,spray bottle of cleaner,cleaning item,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_69,grocery_tj,108,147,160,placing,Palmar Pinch,plastic deli tub,packaged food,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_157,office_ml_p1,30,70,70,placing,Tip Pinch,small plastic cube toy,toy,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_017,grocery_target_p1,25,39,41,grasping,Tip Pinch,plastic squeeze bottle,bottle,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_051,hardware_homedepot_p3,23,44,50,touching,Tip Pinch,black door pull sample on display card,handle,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_091,home_kitchen_p1,40,69,79,pressing,Index Finger Extension,espresso machine power/brew switch,switch,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_044,hardware_homedepot_p3,21,48,50,touching,Parallel Extension,door knob sample,knob,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_134,hardware_homedepot_p5,27,64,64,pulling,Medium Wrap,refrigerator door handle,handle,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_41,fablab_ml_p1,8,13,162,picking up,Writing Tripod,wooden pencil,pencil,Writing Tripod
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p3.hdf5,demo_07,fablab_ml_p3,26,54,64,turning,Prismatic 2 Finger,bench vise handle,tool,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_12,fablab_ml_p1,58,85,87,adjusting,Tip Pinch,hanging scissors,scissors,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_57,hardware_homedepot_p4,27,56,57,turning,Tip Pinch,griddle control knob,knob,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_27,grocery_tj,6,9,57,picking up,Precision Sphere,persimmon,fruit,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_167,home_kitchen_p1,32,40,44,pressing,Index Finger Extension,sink-mounted push button (garbage disposal air switch),button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_044,hardware_homedepot_p5,36,101,102,pulling,Prismatic 2 Finger,cabinet door handle,handle,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_102,home_kitchen_p1,6,8,26,wiping,Palmar,white cleaning sponge,cleaning item,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_187,office_ml_p1,40,87,88,pressing,Index Finger Extension,orange desktop tape dispenser with white tape roll,tape,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_180,office_ml_p2,73,135,136,pulling,Tip Pinch,window blind pull cord,rope,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_264,office_ml_p2,23,33,45,pressing,Adducted Thumb,hand sanitizer pump,toiletry,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_009,office_ml_p1,31,166,172,moving,Palmar,wired computer mouse,mouse,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_043,hardware_homedepot_p3,6,8,47,pressing,Index Finger Extension,lock display 'Try Me' push button,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_125,home_kitchen_p1,133,334,336,pressing,Index Finger Extension,wrapped food on plate,meal,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_072,office_ml_p1,24,37,43,adjusting,Tip Pinch,foldable laptop/tablet stand,hardware,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_041,office_csail_p2,30,45,58,pinching,Tip Pinch,snake plant leaf,plant,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_plant.hdf5,demo_55,grocery_plant,12,14,28,grasping,Tripod,painted ceramic fish-shaped planter,container,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_mcdonalds.hdf5,demo_16,eat_mcdonalds,25,56,57,grasping,Palmar Pinch,wrapped burger sandwich,food,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_mcdonalds.hdf5,demo_03,eat_mcdonalds,54,75,79,inserting,Tip Pinch,drinking straw,utensil,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_284,office_ml_p1,31,71,71,holding,Precision Disk,round mint tin,packaged food,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_067,office_csail_p1,216,249,256,placing,Small Diameter,watering can,container,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_02,fablab_ml_p1,5,14,72,picking up,Prismatic 3 Finger,steel block from parts organizer,hardware,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_095,hardware_homedepot_p3,29,55,59,placing,Small Diameter,red plastic gas can,container,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_45,fablab_ml_p2,6,11,160,pulling,Prismatic 2 Finger,small parts organizer drawer,drawer,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_077,home_kitchen_p1,11,14,57,pulling,Fixed Hook,kitchen drawer handle,handle,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_124,home_bedroom,22,48,60,picking up,Tip Pinch,pair of jeans,clothing item,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_107,office_csail_p1,17,44,45,placing,Tip Pinch,tan coat,clothing item,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_093,office_csail_p2,9,12,133,placing,Tip Pinch,coat,clothing item,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_019,office_ml_p2,67,76,82,pressing,Index Finger Extension,computer monitor power button,monitor,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_112,office_csail_p1,6,13,43,picking up,Small Diameter,aerosol spray can with red straw nozzle,can,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_66,grocery_target_p2,92,132,144,picking up,Precision Sphere,mini basketball,ball,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_57,grocery_target_p2,29,53,67,inspecting,Tip Pinch,backpack zipper pull,zipper,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_034,hardware_homedepot_p2,60,71,84,pushing,Small Diameter,shopping cart handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_plant.hdf5,demo_33,grocery_plant,8,13,59,picking up,Tripod,small potted cactus,plant,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_255,office_ml_p1,86,180,193,picking up,Tip Pinch,printed document page,paper,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_20,grocery_tj,6,7,46,detaching,Tip Pinch,plastic produce bag from roll dispenser,bag,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_025,office_csail_p2,11,132,136,pulling,Medium Wrap,collapsible wagon handle,handle,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_065,grocery_target_p1,7,9,22,picking up,Precision Disk,puck tap light,light,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_034,office_csail_p1,85,121,130,pressing,Index Finger Extension,standing desk control panel button,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_106,hardware_homedepot_p3,34,60,73,picking up,Small Diameter,floor scraper,hand tool,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p2.hdf5,demo_33,home_kitchen_p2,13,14,55,picking up,Tip Pinch,dragon fruit slice,fruit,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_138,office_ml_p1,120,158,168,placing,Tip Pinch,orange star-shaped suction toy,toy,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_313,office_ml_p1,22,69,71,pressing,Index Finger Extension,desktop PC power button,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_038,grocery_target_p1,50,87,94,picking up,Tip Pinch,packaged kitchen utensil,utensil,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p2.hdf5,demo_02,eat_ygf_p2,5,13,69,picking up,Writing Tripod,chopsticks,cutlery,Writing Tripod
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_71,grocery_tj,6,9,108,picking up,Prismatic 2 Finger,red-lidded frozen food tub,packaged food,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_13,grocery_target_p2,29,46,52,pressing,Index Finger Extension,small white step trash can,container,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_11,grocery_tj,19,100,111,picking up,Tip Pinch,sourdough bread in plastic bag,bread,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p2.hdf5,demo_05,eat_ygf_p2,78,99,107,placing,Writing Tripod,chopsticks,utensil,Writing Tripod
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_64,fablab_ml_p1,161,182,195,placing,Light Tool,aviation snips (tin snips),hand tool,Light Tool
